"req_id","req_user_id","req_for_id","req_islead_id","req_cat_id","req_type_id","req_priority_id","req_status_id","req_loc","iscalamity","req_subj","req_desc","req_doc_link","audio_req_desc","submission_date","serviced_date","last_update_date","to_public"
"REQ-00-000-000-0288","SID-00-000-000-050",0,0,"4.3.1",1,1,1,NULL,False,"Math Homework Help","Need help in math tutoring",NULL,NULL,"2026-04-14 17:29:15.003868",NULL,"2026-04-14 17:29:15.003868",False
"REQ-00-000-000-0314","SID-00-000-002-610",0,0,"2.1",1,1,1,NULL,False,"Nearby Places to Donate Newborn Clothes","I want to donate newborn clothes, Help me find nearby places that support services?",NULL,NULL,"2026-04-28 20:59:31.876033",NULL,"2026-04-28 20:59:31.876033",False
"REQ-00-000-000-0301","SID-00-000-002-356",0,0,"4.3.1",1,1,1,NULL,False,"Need help with maths Homework","Need help with maths Homework",NULL,NULL,"2026-04-22 16:02:12.920665",NULL,"2026-04-22 16:02:12.920665",False
"REQ-00-000-000-0289","SID-00-000-002-622",0,0,"2.2",1,1,1,NULL,False,"","Hello
",NULL,NULL,"2026-04-15 20:36:58.073977",NULL,"2026-04-15 20:36:58.073977",False
"REQ-00-000-000-0290","SID-00-000-002-622",0,0,"2.1",1,1,1,NULL,False,"","Hi",NULL,NULL,"2026-04-15 20:39:02.844477",NULL,"2026-04-15 20:39:02.844477",False
"REQ-00-000-000-0291","SID-00-000-002-622",0,0,"2.2",1,1,1,NULL,False,"","dsadskdn",NULL,NULL,"2026-04-15 20:41:51.799195",NULL,"2026-04-15 20:41:51.799195",False
"REQ-00-000-000-0292","SID-00-000-002-622",0,0,"4.2",1,1,1,NULL,False,"","hi",NULL,NULL,"2026-04-15 20:42:06.100752",NULL,"2026-04-15 20:42:06.100752",False
"REQ-00-000-000-0293","SID-00-000-002-622",0,0,"2.2",1,1,1,NULL,False,"","sfdgdx",NULL,NULL,"2026-04-15 20:42:32.557947",NULL,"2026-04-15 20:42:32.557947",False
"REQ-00-000-000-0294","SID-00-000-002-622",0,0,"2.2",1,1,1,NULL,False,"","jkbk",NULL,NULL,"2026-04-15 20:42:58.193218",NULL,"2026-04-15 20:42:58.193218",False
"REQ-00-000-000-0295","SID-00-000-002-622",0,0,"2.2",1,1,1,NULL,False,"","sfcx",NULL,NULL,"2026-04-15 21:53:44.632353",NULL,"2026-04-15 21:53:44.632353",False
"REQ-00-000-000-0296","SID-00-000-002-356",0,0,"4.3.1",1,1,1,NULL,False,"Math Homework Assistance Needed","I need help with math homework",NULL,NULL,"2026-04-15 22:07:01.218895",NULL,"2026-04-15 22:07:01.218895",False
"REQ-00-000-000-0297","SID-00-000-002-622",0,0,"2.2",1,1,1,NULL,False,"","dsgfhjkl",NULL,NULL,"2026-04-16 19:40:14.047043",NULL,"2026-04-16 19:40:14.047043",False
"REQ-00-000-000-0299","SID-00-000-001-923",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Efgh","abcd",NULL,NULL,"2026-04-20 20:35:30.859915",NULL,"2026-04-20 20:35:30.859915",False
"REQ-00-000-000-0300","SID-00-000-000-050",0,0,"4.3.1",1,1,1,NULL,False,"Math Tutoring Help Needed","Need tutoring help in Math",NULL,NULL,"2026-04-21 17:10:48.050545",NULL,"2026-04-21 17:10:48.050545",False
"REQ-00-000-000-0315","SID-00-000-002-719",0,0,"1.1",1,1,1,NULL,False,"Vegetarian Diabetic Friendly Options in NYC","Where can I ger vegetarian diabetic friendly meals in NYC?",NULL,NULL,"2026-04-29 04:23:57.833191",NULL,"2026-04-29 04:23:57.833191",False
"REQ-00-000-000-0242","SID-00-000-002-625",0,0,"1.2",1,0,1,NULL,NULL,"Test request","Testing request creation flow","[""s3://saayam-virginia-private/requests/REQ-00-000-000-0242/helpRequestFiles/REQ-00-000-000-0242_1776875135453_test.pdf""]",NULL,"2026-04-02 06:06:03.329285",NULL,"2026-04-02 06:06:03.329285",False
"REQ-00-000-000-0302","SID-00-000-000-249",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Pick up dry cleaning","Need someone to pick up
",NULL,NULL,"2026-04-23 20:45:07.298785",NULL,"2026-04-23 20:45:07.298785",False
"REQ-00-000-000-0303","SID-00-000-002-859",0,0,"0.0.0.0.0",1,0,1,NULL,False," Need volunteer coordination call","I need a short coordination meeting with a volunteer regarding this help request.",NULL,NULL,"2026-04-24 05:34:21.467341",NULL,"2026-04-24 05:34:21.467341",False
"REQ-00-000-000-0304","SID-00-000-002-721",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Math Tutoring Assistant","]",NULL,NULL,"2026-04-26 03:29:52.445526",NULL,"2026-04-26 03:29:52.445526",False
"REQ-00-000-000-0316","SID-00-000-001-116",0,1,"5.3",1,1,1,NULL,False,"Health support","Help me find a counseler",NULL,NULL,"2026-04-30 19:07:37.18911",NULL,"2026-04-30 19:07:37.18911",False
"REQ-00-000-000-0305","SID-00-000-002-721",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Math Tutoring Assistance Needed","need maths tutor",NULL,NULL,"2026-04-26 05:41:45.443099",NULL,"2026-04-26 05:41:45.443099",False
"REQ-00-000-000-0306","SID-00-000-002-928",0,0,"0.0.0.0.0",1,0,1,NULL,False,"Test Request --No Action Required","Test request to understand the workflow",NULL,NULL,"2026-04-27 21:42:51.765535",NULL,"2026-04-27 21:42:51.765535",False
"REQ-00-000-000-0307","SID-00-000-000-056",0,0,"4.3.1",1,1,1,NULL,False,"Math Tutor Needed","need math tutor",NULL,NULL,"2026-04-27 22:02:10.432863",NULL,"2026-04-27 22:02:10.432863",False
"REQ-00-000-000-0308","SID-00-000-000-056",0,0,"3.2",1,1,1,NULL,False,"Household Assistance Needed","need house help",NULL,NULL,"2026-04-27 22:04:20.157479",NULL,"2026-04-27 22:04:20.157479",False
"REQ-00-000-000-0309","SID-00-000-000-056",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Utility Assistance Needed","i need help with rent",NULL,NULL,"2026-04-27 22:19:25.412332",NULL,"2026-04-27 22:19:25.412332",False
"REQ-00-000-000-0310","SID-00-000-000-056",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Rent Assistance Needed","Need help with rent",NULL,NULL,"2026-04-27 22:20:33.545201",NULL,"2026-04-27 22:20:33.545201",False
"REQ-00-000-000-0311","SID-00-000-000-056",0,0,"3.1",1,1,1,NULL,False,"Rent Assistance Needed","need help with rent",NULL,NULL,"2026-04-27 22:52:10.374415",NULL,"2026-04-27 22:52:10.374415",False
"REQ-00-000-000-0312","SID-00-000-000-056",0,0,"6.2",1,1,1,NULL,False,"Gmail Assistance Needed","Need help with gmail",NULL,NULL,"2026-04-27 22:53:25.614844",NULL,"2026-04-27 22:53:25.614844",False
"REQ-00-000-000-0313","SID-00-000-000-056",0,0,"4.3.1",1,1,1,NULL,False,"Math Help Needed","need help with math",NULL,NULL,"2026-04-27 22:56:24.397469",NULL,"2026-04-27 22:56:24.397469",False
"REQ-00-000-000-0317","SID-00-000-001-116",0,1,"0.0.0.0.0",1,1,1,NULL,False,"Stock","Help me recommend a stock",NULL,NULL,"2026-04-30 19:38:21.753273",NULL,"2026-04-30 19:38:21.753273",False
"REQ-00-000-000-0318","SID-00-000-001-116",0,1,"4.3",1,1,1,NULL,False,"Stock","Help me recommend a stock",NULL,NULL,"2026-04-30 19:59:19.352438",NULL,"2026-04-30 19:59:19.352438",False
"REQ-00-000-000-0319","SID-00-000-001-116",0,1,"6.2",1,1,1,NULL,False,"Elderly support","Digital support",NULL,NULL,"2026-04-30 20:04:49.914461",NULL,"2026-04-30 20:04:49.914461",False
"REQ-00-000-000-0320","SID-00-000-002-356",0,0,"4.3.1",1,1,1,NULL,False,"Math Tutoring Needed","I need tutoring in math",NULL,NULL,"2026-04-30 20:49:47.130778",NULL,"2026-04-30 20:49:47.130778",False
"REQ-00-000-000-0321","SID-00-000-002-730",0,0,"6.1",1,1,1,NULL,False,"Test","Test",NULL,NULL,"2026-05-02 20:06:04.46339",NULL,"2026-05-02 20:06:04.46339",False
"REQ-00-000-000-0322","SID-00-000-002-730",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Test","Test",NULL,NULL,"2026-05-02 23:46:53.762338",NULL,"2026-05-02 23:46:53.762338",False
"REQ-00-000-000-0323","SID-00-000-002-721",0,0,"4.3.1",1,1,1,NULL,False,"","need help for maths tutoring",NULL,NULL,"2026-05-04 18:01:03.438644",NULL,"2026-05-04 18:01:03.438644",False
"REQ-00-000-000-0324","SID-00-000-002-721",0,0,"4.3.1",1,1,1,NULL,False,"Maths Tutoring Assistance Required","Help needed for maths tutoring ",NULL,NULL,"2026-05-04 19:10:28.633829",NULL,"2026-05-04 19:10:28.633829",False
"REQ-00-000-000-0325","SID-00-000-002-721",0,0,"4.3.3",1,1,1,NULL,False,"Science Tutoring Assistance Needed","help needed for science tutoring",NULL,NULL,"2026-05-04 19:11:15.420273",NULL,"2026-05-04 19:11:15.420273",False
"REQ-00-000-000-0326","SID-00-000-002-949",0,0,"0.0.0.0.0",0,1,1,NULL,False,"Automated Location Update Testing","Test the Location is updating automatically",NULL,NULL,"2026-05-05 03:11:20.365372",NULL,"2026-05-05 03:11:20.365372",False
"REQ-00-000-000-0298","SID-00-000-001-116",1,1,"1",1,2,1,"Charlotte",False,"RBAC full test","Testing full update with RBAC","https://example.com/updated-doc","Updated audio support details","2026-04-16 20:45:43.044823","2026-04-15 10:00:00","2026-05-05 03:58:33.831148",False
"REQ-00-000-000-0328","SID-00-000-002-730",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Test","Test",NULL,NULL,"2026-05-05 15:13:32.242187",NULL,"2026-05-05 15:13:32.242187",False
"REQ-00-000-000-0329","SID-00-000-002-730",0,0,"1.1",1,1,1,NULL,False,"Test","Test",NULL,NULL,"2026-05-05 15:17:17.558104",NULL,"2026-05-05 15:17:17.558104",False
"REQ-00-000-000-0330","SID-00-000-000-056",0,0,"4.3.3",1,1,1,NULL,False,"","Need help with Aerospace tutoring",NULL,NULL,"2026-05-05 18:37:19.134058",NULL,"2026-05-05 18:37:19.134058",False
"REQ-00-000-000-0331","SID-00-000-002-698",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Bay Area Full-Stack Developer Job Seeker","Hi, my name is Rashmi Purandhare. I live in Beria.",NULL,NULL,"2026-05-05 19:19:16.124471",NULL,"2026-05-05 19:19:16.124471",False
"REQ-00-000-000-0332","SID-00-000-002-698",0,0,"1.1",1,1,1,NULL,False,"Volunteering Opportunities for Food and Clothing","Hi, I'm looking for a volunteering role in food and clothing. Um, I also want to know how is the process and how can I uh, be donating some stuff as well as money. Thank you.",NULL,NULL,"2026-05-05 19:24:03.960463",NULL,"2026-05-05 19:24:03.960463",False
"REQ-00-000-000-0333","SID-00-000-002-698",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Alphabet Repeated Sequence","A B C D E F G H I J K L M N O P Q R S T U V W X Y Z A B C D E F G H I J K L M N O P Q R S T U V W X Y Z A B C D",NULL,NULL,"2026-05-05 19:25:39.408091",NULL,"2026-05-05 19:25:39.408091",False
"REQ-00-000-000-0346","SID-00-000-002-931",0,0,"0.0.0.0.0",1,1,1,NULL,False,"general","gg",NULL,NULL,"2026-05-12 20:17:41.102809",NULL,"2026-05-12 20:17:41.102809",False
"REQ-00-000-000-0347","SID-00-000-002-974",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Test Help Request","This is a sample help request submitted for onboarding and application testing purposes.",NULL,NULL,"2026-05-13 04:24:36.835509",NULL,"2026-05-13 04:24:36.835509",False
"REQ-00-000-000-0334","SID-00-000-002-356",0,0,"4.3.1",1,1,1,NULL,False,"Math Homework Assistance Needed","I need help with math homework
",NULL,NULL,"2026-05-06 22:49:08.22935",NULL,"2026-05-06 22:49:08.22935",False
"REQ-00-000-000-0335","SID-00-000-000-056",0,0,"3.5",1,1,1,NULL,False,"English Language Assistance","tesst",NULL,NULL,"2026-05-07 17:39:03.483831",NULL,"2026-05-07 17:39:03.483831",False
"REQ-00-000-000-0336","SID-00-000-000-056",0,0,"4.3.3",1,1,1,NULL,False,"","I need help with biology",NULL,NULL,"2026-05-07 17:42:36.059073",NULL,"2026-05-07 17:42:36.059073",False
"REQ-00-000-000-0337","SID-00-000-002-610",0,0,"1.2",1,1,1,NULL,False,"","Hi, I want to order milk bread and almond from my nearby store.",NULL,NULL,"2026-05-07 22:04:28.69918",NULL,"2026-05-07 22:04:28.69918",False
"REQ-00-000-000-0338","SID-00-000-002-610",0,0,"1.2",1,1,1,NULL,False,"","Hi, I want to order milk bread and almond from my nearby store.",NULL,NULL,"2026-05-07 22:04:34.106185",NULL,"2026-05-07 22:04:34.106185",False
"REQ-00-000-000-0327","SID-00-000-002-730",1,0,"6.1",1,1,1,"North Carolina",False,"Updated Test Request","Updated description for testing ability functionality","https://example.com/doc","Updated audio description","2026-05-05 04:27:56.898102","2026-05-05 04:27:56","2026-05-08 02:51:52.442672",False
"REQ-00-000-000-0339","SID-00-000-002-698",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Rashmi Purandare, California Resident","Hi, my name is Rashmi Purandare. I live in California.",NULL,NULL,"2026-05-09 18:56:55.608474",NULL,"2026-05-09 18:56:55.608474",False
"REQ-00-000-000-0204","SID-00-000-002-825",0,0,"4.3.3",1,1,1,NULL,False,"Updated Science Tutoring Request","Need science tutor for physics and chemistry",NULL,NULL,"2026-04-01 16:28:45.236531",NULL,"2026-05-11 17:16:21.834617",False
"REQ-00-000-000-0340","SID-00-000-002-721",0,0,"4.3.1",1,1,1,NULL,False,"","maths tutoring help needed
",NULL,NULL,"2026-05-12 02:12:38.509751",NULL,"2026-05-12 02:12:38.509751",False
"REQ-00-000-000-0341","SID-00-000-002-721",0,0,"4.3.3",1,1,1,NULL,False,"Science Tutor Wanted","science tutor needed",NULL,NULL,"2026-05-12 02:20:52.517151",NULL,"2026-05-12 02:20:52.517151",False
